Date (MM/DD/YYYY),Time (HH:MM:SS),Depth m,ODO % sat,ODO mg/L,Temp °C,Cond µS/cm,TDS mg/L,SpCond µS/cm,Sal psu,nLF Cond µS/cm,Turbidity FNU,TSS mg/L,Chlorophyll RFU,Chlorophyll µg/L,BGA-PC RFU,BGA-PC µg/L,fDOM RFU,fDOM QSU,pH,pH mV,ORP mV,ORP raw mV,Press psi a,Depth m
10/20/2013,21:37:08,-0.002,62.9,6.89,11.292,17,11,23,0.01,23,4.1,0,0.34,1.29,1.27,0.74,0.22,2.92,7.8,-79.1,62.4,35.2,-0.002,-0.002
10/20/2013,21:37:09,-0.002,62.9,6.89,11.29,17,11,23,0.01,23,4.1,0,0.34,1.3,1.28,0.74,0.21,2.9,7.8,-79.1,62.4,35.2,-0.002,-0.002
10/20/2013,21:37:09,-0.002,62.9,6.89,11.286,17,11,23,0.01,23,4.1,0,0.34,1.29,1.28,0.75,0.21,2.89,7.8,-79.1,62.4,35.3,-0.002,-0.002
10/20/2013,21:37:10,-0.001,62.9,6.89,11.286,17,11,23,0.01,23,4.1,0,0.34,1.29,1.28,0.74,0.2,2.88,7.8,-79.1,62.4,35.3,-0.002,-0.001
10/20/2013,21:37:10,-0.001,62.9,6.89,11.285,17,11,23,0.01,23,4.1,0,0.34,1.31,1.28,0.74,0.2,2.87,7.8,-79.1,62.5,35.3,-0.002,-0.001
10/20/2013,21:37:11,-0.001,62.9,6.89,11.283,17,11,23,0.01,23,4.1,0,0.34,1.3,1.29,0.75,0.2,2.87,7.8,-79.2,62.5,35.3,-0.002,-0.001
10/20/2013,21:37:11,-0.001,62.9,6.89,11.282,17,11,23,0.01,23,4.1,0,0.34,1.28,1.29,0.75,0.2,2.86,7.8,-79.2,62.6,35.4,-0.002,-0.001
10/20/2013,21:37:12,-0.001,62.9,6.89,11.281,17,11,23,0.01,23,4.1,0,0.34,1.31,1.29,0.75,0.2,2.86,7.8,-79.2,62.6,35.4,-0.002,-0.001
10/20/2013,21:37:12,-0.001,62.9,6.89,11.28,17,11,23,0.01,23,4.1,0,0.34,1.3,1.29,0.75,0.2,2.86,7.8,-79.2,62.6,35.4,-0.002,-0.001
10/20/2013,21:37:13,-0.001,62.9,6.89,11.279,17,11,23,0.01,23,4.1,0,0.34,1.29,1.3,0.76,0.2,2.87,7.8,-79.2,62.6,35.5,-0.002,-0.001
10/20/2013,21:37:13,-0.001,62.9,6.89,11.278,17,11,23,0.01,23,4.1,0,0.34,1.29,1.3,0.76,0.2,2.87,7.8,-79.2,62.7,35.5,-0.002,-0.001
10/20/2013,21:37:14,-0.001,62.9,6.89,11.278,17,11,23,0.01,23,4.2,0,0.33,1.27,1.3,0.77,0.2,2.87,7.8,-79.2,62.7,35.5,-0.002,-0.001
10/20/2013,21:37:14,-0.001,62.9,6.89,11.277,17,11,23,0.01,23,4.2,0,0.33,1.27,1.3,0.76,0.2,2.87,7.8,-79.2,62.7,35.6,-0.002,-0.001
10/20/2013,21:37:15,-0.001,62.9,6.89,11.276,17,11,23,0.01,23,4.2,0,0.34,1.28,1.3,0.77,0.2,2.87,7.8,-79.2,62.8,35.6,-0.002,-0.001
10/20/2013,21:37:15,-0.001,62.9,6.89,11.275,17,11,23,0.01,23,4.2,0,0.33,1.27,1.3,0.77,0.2,2.87,7.8,-79.3,62.8,35.6,-0.002,-0.001
10/20/2013,21:37:16,-0.001,62.9,6.89,11.275,17,11,23,0.01,23,4.2,0,0.33,1.26,1.31,0.77,0.2,2.87,7.8,-79.3,62.8,35.7,-0.002,-0.001
10/20/2013,21:37:16,-0.001,62.9,6.89,11.274,17,11,23,0.01,23,4.2,0,0.33,1.27,1.31,0.77,0.2,2.87,7.8,-79.3,62.9,35.7,-0.002,-0.001
10/20/2013,21:37:17,-0.001,62.9,6.89,11.274,17,11,23,0.01,23,4.2,0,0.33,1.26,1.3,0.77,0.2,2.87,7.8,-79.3,62.9,35.8,-0.002,-0.001
10/20/2013,21:37:17,-0.001,62.9,6.89,11.273,17,11,23,0.01,23,4.2,0,0.33,1.24,1.31,0.77,0.2,2.87,7.8,-79.3,63,35.8,-0.002,-0.001
10/20/2013,21:37:18,-0.001,62.9,6.89,11.273,17,11,23,0.01,23,4.2,0,0.32,1.23,1.31,0.77,0.2,2.87,7.8,-79.3,63,35.9,-0.002,-0.001
10/20/2013,21:37:18,-0.001,62.9,6.9,11.272,17,11,23,0.01,23,4.2,0,0.32,1.2,1.31,0.77,0.2,2.87,7.8,-79.4,63.1,35.9,-0.002,-0.001
10/20/2013,21:37:19,-0.002,62.9,6.9,11.271,17,11,23,0.01,23,4.2,0,0.32,1.21,1.31,0.78,0.2,2.87,7.81,-79.4,63.2,36,-0.002,-0.002
10/20/2013,21:37:19,-0.002,62.9,6.9,11.271,17,11,23,0.01,23,4.2,0,0.32,1.22,1.32,0.78,0.2,2.87,7.81,-79.4,63.2,36,-0.002,-0.002
10/20/2013,21:37:20,-0.002,62.9,6.9,11.271,17,11,23,0.01,23,4.2,0,0.31,1.2,1.32,0.78,0.2,2.86,7.81,-79.4,63.3,36.1,-0.002,-0.002
10/20/2013,21:37:20,-0.002,62.9,6.9,11.271,17,11,23,0.01,23,4.3,0,0.31,1.19,1.32,0.78,0.2,2.86,7.81,-79.4,63.3,36.2,-0.002,-0.002
10/20/2013,21:37:21,-0.002,63,6.9,11.27,17,11,23,0.01,23,4.3,0,0.31,1.18,1.32,0.78,0.19,2.85,7.81,-79.5,63.4,36.2,-0.002,-0.002
10/20/2013,21:37:21,-0.002,63,6.9,11.27,17,11,23,0.01,23,4.3,0,0.31,1.17,1.32,0.78,0.2,2.85,7.81,-79.5,63.4,36.3,-0.002,-0.002
10/20/2013,21:37:22,-0.002,63,6.9,11.269,17,11,23,0.01,23,4.3,0,0.31,1.18,1.32,0.78,0.19,2.85,7.81,-79.5,63.5,36.3,-0.002,-0.002
10/20/2013,21:37:22,-0.002,63,6.9,11.269,17,11,23,0.01,23,4.3,0,0.31,1.19,1.32,0.79,0.19,2.85,7.81,-79.5,63.5,36.4,-0.002,-0.002
10/20/2013,21:37:23,-0.001,63,6.9,11.268,17,11,23,0.01,23,4.3,0,0.31,1.19,1.32,0.79,0.2,2.85,7.81,-79.5,63.6,36.4,-0.002,-0.001
10/20/2013,21:37:23,-0.002,63,6.9,11.268,17,11,23,0.01,23,4.3,0,0.31,1.2,1.33,0.79,0.2,2.85,7.81,-79.6,63.6,36.4,-0.002,-0.002
10/20/2013,21:37:24,-0.002,63,6.9,11.268,17,11,23,0.01,23,4.3,0,0.31,1.19,1.33,0.8,0.19,2.85,7.81,-79.6,63.7,36.5,-0.002,-0.002
10/20/2013,21:37:24,-0.002,63,6.9,11.267,17,11,23,0.01,23,4.3,0,0.31,1.17,1.33,0.79,0.19,2.84,7.81,-79.6,63.7,36.5,-0.002,-0.002
10/20/2013,21:37:25,-0.002,63,6.9,11.267,17,11,23,0.01,23,4.3,0,0.31,1.18,1.34,0.8,0.19,2.83,7.81,-79.6,63.8,36.6,-0.002,-0.002
10/20/2013,21:37:25,-0.002,63,6.9,11.267,17,11,23,0.01,23,4.4,0,0.31,1.18,1.34,0.8,0.19,2.83,7.81,-79.6,63.8,36.6,-0.002,-0.002
10/20/2013,21:37:26,-0.001,63,6.9,11.266,17,11,23,0.01,23,4.4,0,0.31,1.19,1.34,0.8,0.19,2.83,7.81,-79.6,63.8,36.7,-0.002,-0.001
10/20/2013,21:37:26,-0.001,63,6.9,11.266,17,11,23,0.01,23,4.4,0,0.32,1.2,1.33,0.8,0.19,2.83,7.81,-79.6,63.9,36.7,-0.002,-0.001
10/20/2013,21:37:27,-0.001,63,6.91,11.265,17,11,23,0.01,23,4.4,0,0.31,1.19,1.34,0.8,0.19,2.83,7.81,-79.7,63.9,36.8,-0.002,-0.001
10/20/2013,21:37:27,-0.001,63,6.91,11.265,17,11,23,0.01,23,4.4,0,0.31,1.2,1.33,0.8,0.19,2.82,7.81,-79.7,64,36.8,-0.002,-0.001
10/20/2013,21:37:28,-0.001,63,6.91,11.265,17,11,23,0.01,23,4.4,0,0.32,1.2,1.33,0.8,0.18,2.81,7.81,-79.7,64,36.8,-0.002,-0.001
10/20/2013,21:37:28,-0.001,63,6.91,11.264,17,11,23,0.01,23,4.4,0,0.32,1.21,1.34,0.8,0.18,2.8,7.81,-79.7,64,36.9,-0.002,-0.001
10/20/2013,21:37:29,-0.001,63,6.91,11.264,17,11,23,0.01,23,4.4,0,0.32,1.23,1.34,0.8,0.18,2.8,7.81,-79.7,64.1,36.9,-0.002,-0.001
10/20/2013,21:37:29,-0.001,63,6.91,11.263,17,11,23,0.01,23,4.4,0,0.33,1.26,1.34,0.8,0.18,2.79,7.81,-79.7,64.1,36.9,-0.002,-0.001
10/20/2013,21:37:30,-0.001,63.1,6.91,11.263,17,11,23,0.01,23,4.5,0,0.33,1.25,1.34,0.8,0.18,2.79,7.81,-79.8,64.1,37,-0.002,-0.001
10/20/2013,21:37:30,-0.001,63.1,6.91,11.263,17,11,23,0.01,23,4.5,0,0.33,1.25,1.34,0.8,0.18,2.8,7.81,-79.8,64.2,37,-0.002,-0.001
10/20/2013,21:37:31,-0.001,63.1,6.91,11.263,17,11,23,0.01,23,4.5,0,0.32,1.23,1.34,0.8,0.18,2.8,7.81,-79.8,64.2,37,-0.002,-0.001
10/20/2013,21:37:31,-0.001,63.1,6.91,11.262,17,11,23,0.01,23,4.5,0,0.33,1.24,1.34,0.8,0.18,2.8,7.81,-79.8,64.2,37,-0.002,-0.001
10/20/2013,21:37:32,-0.001,63.1,6.91,11.262,17,11,23,0.01,23,4.5,0,0.33,1.26,1.34,0.8,0.18,2.8,7.81,-79.8,64.2,37,-0.002,-0.001
10/20/2013,21:37:32,-0.001,63.1,6.91,11.262,17,11,23,0.01,23,4.5,0,0.33,1.24,1.34,0.81,0.18,2.79,7.81,-79.8,64.2,37.1,-0.002,-0.001
10/20/2013,21:37:33,-0.001,63.1,6.92,11.261,17,11,23,0.01,23,4.5,0,0.33,1.24,1.34,0.81,0.17,2.79,7.81,-79.9,64.3,37.1,-0.002,-0.001
10/20/2013,21:37:33,-0.002,63.1,6.92,11.261,17,11,23,0.01,23,4.5,0,0.32,1.24,1.34,0.81,0.17,2.79,7.81,-79.9,64.3,37.1,-0.002,-0.002
10/20/2013,21:37:34,-0.001,63.1,6.92,11.261,17,11,23,0.01,23,4.5,0,0.32,1.22,1.34,0.81,0.17,2.79,7.81,-79.9,64.3,37.1,-0.002,-0.001
10/20/2013,21:37:34,-0.002,63.1,6.92,11.26,17,11,23,0.01,23,4.5,0,0.32,1.23,1.35,0.81,0.18,2.79,7.81,-79.9,64.3,37.1,-0.002,-0.002
10/20/2013,21:37:35,-0.001,63.1,6.92,11.26,17,11,23,0.01,23,4.6,0,0.32,1.23,1.34,0.81,0.17,2.79,7.82,-79.9,64.3,37.2,-0.002,-0.001
10/20/2013,21:37:35,-0.001,63.1,6.92,11.259,17,11,23,0.01,23,4.6,0,0.33,1.26,1.35,0.81,0.17,2.78,7.82,-79.9,64.4,37.2,-0.002,-0.001
10/20/2013,21:37:36,-0.001,63.1,6.92,11.259,17,11,23,0.01,23,4.6,0,0.33,1.27,1.35,0.81,0.17,2.78,7.82,-80,64.4,37.2,-0.002,-0.001
10/20/2013,21:37:36,-0.001,63.1,6.92,11.259,17,11,23,0.01,23,4.6,0,0.33,1.26,1.36,0.82,0.17,2.78,7.82,-80,64.4,37.2,-0.002,-0.001
10/20/2013,21:37:37,-0.001,63.1,6.92,11.259,17,11,23,0.01,23,4.6,0,0.33,1.25,1.36,0.82,0.17,2.78,7.82,-80,64.4,37.2,-0.002,-0.001
10/20/2013,21:37:37,-0.001,63.2,6.92,11.258,17,11,23,0.01,23,4.6,0,0.32,1.23,1.36,0.82,0.17,2.77,7.82,-80,64.4,37.3,-0.002,-0.001
10/20/2013,21:37:38,-0.001,63.2,6.92,11.258,17,11,23,0.01,23,4.6,0,0.32,1.24,1.36,0.83,0.17,2.77,7.82,-80,64.4,37.3,-0.002,-0.001
10/20/2013,21:37:38,-0.001,63.2,6.92,11.258,17,11,23,0.01,23,4.6,0,0.32,1.22,1.36,0.83,0.17,2.77,7.82,-80,64.5,37.3,-0.002,-0.001
10/20/2013,21:37:39,-0.001,63.2,6.93,11.257,17,11,23,0.01,23,4.7,0,0.32,1.23,1.36,0.83,0.17,2.76,7.82,-80,64.5,37.3,-0.002,-0.001
10/20/2013,21:37:39,-0.001,63.2,6.93,11.257,17,11,23,0.01,23,4.7,0,0.33,1.24,1.36,0.83,0.17,2.77,7.82,-80,64.5,37.3,-0.002,-0.001
10/20/2013,21:37:40,-0.001,63.2,6.93,11.257,17,11,23,0.01,23,4.7,0,0.33,1.25,1.36,0.83,0.17,2.76,7.82,-80,64.5,37.4,-0.002,-0.001
10/20/2013,21:37:40,-0.001,63.2,6.93,11.256,17,11,23,0.01,23,4.7,0,0.33,1.24,1.37,0.83,0.16,2.76,7.82,-80,64.5,37.4,-0.002,-0.001
10/20/2013,21:37:41,-0.001,63.2,6.93,11.256,17,11,23,0.01,23,4.7,0,0.33,1.24,1.36,0.82,0.17,2.76,7.82,-80,64.5,37.4,-0.002,-0.001
10/20/2013,21:37:41,-0.001,63.2,6.93,11.255,17,11,23,0.01,23,4.8,0,0.34,1.31,1.36,0.82,0.16,2.75,7.82,-80.1,64.5,37.4,-0.002,-0.001
10/20/2013,21:37:42,-0.001,63.2,6.93,11.255,17,11,23,0.01,23,4.8,0,0.39,1.48,1.37,0.83,0.16,2.75,7.82,-80.1,64.5,37.4,-0.002,-0.001
10/20/2013,21:37:42,-0.002,63.2,6.93,11.254,17,11,23,0.01,23,4.8,0,0.44,1.71,1.37,0.83,0.16,2.74,7.82,-80,64.5,37.4,-0.002,-0.002
10/20/2013,21:37:43,-0.002,63.2,6.93,11.253,17,11,23,0.01,23,4.9,0,0.44,1.7,1.37,0.83,0.16,2.73,7.82,-80,64.5,37.3,-0.002,-0.002
10/20/2013,21:37:43,-0.002,63.3,6.93,11.253,17,11,23,0.01,23,4.9,0,0.44,1.69,1.37,0.83,0.15,2.73,7.82,-80,64.5,37.3,-0.002,-0.002
10/20/2013,21:37:44,-0.002,63.3,6.94,11.252,17,11,23,0.01,23,4.9,0,0.44,1.71,1.37,0.84,0.15,2.73,7.82,-80,64.5,37.3,-0.002,-0.002
10/20/2013,21:37:44,-0.002,63.3,6.94,11.252,17,11,23,0.01,23,5,0,0.45,1.73,1.38,0.84,0.15,2.73,7.82,-79.9,64.5,37.3,-0.002,-0.002
10/20/2013,21:37:45,-0.002,63.3,6.94,11.251,17,11,23,0.01,23,5,0,0.45,1.75,1.38,0.85,0.15,2.73,7.81,-79.9,64.5,37.3,-0.002,-0.002
10/20/2013,21:37:45,-0.002,63.3,6.94,11.251,17,11,23,0.01,23,5.1,0,0.46,1.78,1.39,0.85,0.15,2.73,7.81,-79.9,64.5,37.3,-0.002,-0.002
10/20/2013,21:37:46,-0.001,63.3,6.94,11.251,17,11,23,0.01,23,5.1,0,0.47,1.8,1.39,0.86,0.15,2.73,7.81,-79.8,64.4,37.3,-0.002,-0.001
10/20/2013,21:37:46,-0.001,63.3,6.94,11.251,17,11,23,0.01,23,5.2,0,0.46,1.78,1.4,0.86,0.15,2.72,7.81,-79.8,64.4,37.3,-0.002,-0.001
10/20/2013,21:37:47,-0.001,63.3,6.94,11.251,17,11,23,0.01,23,5.2,0,0.46,1.77,1.4,0.87,0.15,2.72,7.81,-79.7,64.4,37.2,-0.002,-0.001
10/20/2013,21:37:47,-0.001,63.3,6.94,11.251,17,11,22,0.01,23,5.3,0,0.46,1.78,1.41,0.87,0.15,2.73,7.81,-79.7,64.4,37.2,-0.002,-0.001
10/20/2013,21:37:48,-0.001,63.3,6.94,11.251,17,11,22,0.01,23,5.4,0,0.47,1.8,1.42,0.88,0.15,2.73,7.81,-79.6,64.4,37.2,-0.002,-0.001
10/20/2013,21:37:48,-0.001,63.3,6.94,11.251,17,11,22,0.01,23,5.4,0,0.46,1.8,1.42,0.88,0.16,2.73,7.81,-79.6,64.4,37.2,-0.002,-0.001
10/20/2013,21:37:49,-0.001,63.4,6.95,11.251,17,11,22,0.01,23,5.5,0,0.46,1.79,1.43,0.89,0.16,2.74,7.81,-79.5,64.4,37.2,-0.002,-0.001
10/20/2013,21:37:49,-0.002,63.4,6.95,11.251,16,11,22,0.01,23,5.5,0,0.47,1.81,1.43,0.9,0.16,2.74,7.81,-79.5,64.4,37.2,-0.002,-0.002
10/20/2013,21:37:50,-0.002,63.4,6.95,11.251,16,11,22,0.01,23,5.6,0,0.46,1.79,1.43,0.89,0.16,2.74,7.81,-79.5,64.3,37.2,-0.002,-0.002
10/20/2013,21:37:50,-0.002,63.4,6.95,11.251,16,11,22,0.01,23,5.7,0,0.46,1.79,1.44,0.9,0.16,2.73,7.81,-79.4,64.3,37.2,-0.002,-0.002
10/20/2013,21:37:51,-0.002,63.4,6.95,11.251,16,11,22,0.01,23,5.7,0,0.46,1.76,1.44,0.9,0.16,2.74,7.8,-79.3,64.3,37.2,-0.002,-0.002
10/20/2013,21:37:51,-0.002,63.4,6.95,11.251,16,11,22,0.01,23,5.8,0,0.44,1.69,1.43,0.89,0.16,2.74,7.8,-79.3,64.3,37.1,-0.002,-0.002
10/20/2013,21:37:52,-0.002,63.4,6.95,11.251,16,11,22,0.01,23,5.9,0,0.41,1.6,1.42,0.89,0.16,2.73,7.8,-79.2,64.3,37.1,-0.002,-0.002
10/20/2013,21:37:52,-0.002,63.4,6.95,11.251,16,11,22,0.01,23,5.9,0,0.37,1.41,1.42,0.88,0.16,2.74,7.8,-79.2,64.3,37.1,-0.002,-0.002
10/20/2013,21:37:53,-0.001,63.4,6.96,11.251,16,11,22,0.01,22,6,0,0.35,1.35,1.42,0.88,0.16,2.74,7.8,-79.1,64.3,37.1,-0.002,-0.001
10/20/2013,21:37:53,-0.002,63.5,6.96,11.252,16,11,22,0.01,22,6.1,0,0.35,1.33,1.41,0.88,0.16,2.75,7.8,-79.1,64.3,37.1,-0.002,-0.002
10/20/2013,21:37:54,-0.002,63.5,6.96,11.252,16,11,22,0.01,22,6.2,0,0.35,1.35,1.41,0.88,0.16,2.74,7.8,-79,64.3,37.1,-0.002,-0.002
10/20/2013,21:37:54,-0.001,63.5,6.96,11.253,16,11,22,0.01,22,6.2,0,0.37,1.4,1.41,0.88,0.16,2.74,7.8,-79,64.3,37.1,-0.002,-0.001
10/20/2013,21:37:55,-0.002,63.5,6.96,11.253,16,10,22,0.01,22,6.3,0,0.36,1.38,1.42,0.88,0.16,2.74,7.8,-78.9,64.3,37.1,-0.002,-0.002
10/20/2013,21:37:55,-0.002,63.5,6.96,11.254,16,11,22,0.01,22,6.3,0,0.36,1.37,1.42,0.88,0.16,2.74,7.79,-78.8,64.2,37.1,-0.002,-0.002
10/20/2013,21:37:56,-0.002,63.5,6.96,11.254,16,11,22,0.01,22,6.3,0,0.35,1.35,1.41,0.88,0.16,2.74,7.79,-78.7,64.2,37,-0.002,-0.002
10/20/2013,21:37:56,-0.002,63.5,6.96,11.255,16,11,22,0.01,22,6.3,0,0.35,1.32,1.41,0.88,0.16,2.74,7.79,-78.6,64.2,37,-0.002,-0.002
10/20/2013,21:37:57,-0.002,63.5,6.96,11.256,16,11,22,0.01,22,6.4,0,0.35,1.32,1.42,0.88,0.16,2.74,7.79,-78.5,64.2,37,-0.002,-0.002
10/20/2013,21:37:57,-0.002,63.5,6.96,11.256,16,11,22,0.01,22,6.5,0,0.35,1.35,1.42,0.89,0.16,2.74,7.79,-78.4,64.1,37,-0.002,-0.002
10/20/2013,21:37:58,-0.002,63.5,6.96,11.257,16,11,22,0.01,22,6.5,0,0.35,1.35,1.42,0.88,0.16,2.75,7.78,-78.3,64.1,36.9,-0.002,-0.002
10/20/2013,21:37:58,-0.002,63.5,6.96,11.257,16,11,22,0.01,22,6.6,0,0.36,1.39,1.42,0.88,0.16,2.75,7.78,-78.2,64.1,36.9,-0.002,-0.002
10/20/2013,21:37:59,-0.002,63.5,6.97,11.257,16,11,22,0.01,22,6.6,0,0.36,1.38,1.43,0.89,0.16,2.75,7.78,-78.1,64,36.9,-0.002,-0.002
10/20/2013,21:37:59,-0.002,63.5,6.97,11.258,16,11,22,0.01,22,6.7,0,0.37,1.4,1.42,0.89,0.16,2.75,7.78,-78,64,36.9,-0.002,-0.002
10/20/2013,21:38:00,-0.002,63.6,6.97,11.258,16,11,22,0.01,22,6.7,0,0.37,1.43,1.43,0.89,0.16,2.75,7.78,-77.9,64,36.8,-0.002,-0.002
10/20/2013,21:38:00,-0.002,63.6,6.97,11.258,16,11,22,0.01,22,6.7,0,0.36,1.39,1.43,0.89,0.16,2.75,7.77,-77.7,64,36.8,-0.002,-0.002
10/20/2013,21:38:01,-0.002,63.6,6.97,11.259,16,11,22,0.01,22,6.6,0,0.36,1.38,1.42,0.88,0.16,2.75,7.69,-73.3,63.9,36.8,-0.002,-0.002
10/20/2013,21:38:01,-0.002,63.6,6.97,11.259,16,11,22,0.01,22,6.6,0,0.36,1.36,1.42,0.88,0.16,2.75,7.69,-73.4,63.9,36.7,-0.002,-0.002
10/20/2013,21:38:02,-0.002,63.6,6.97,11.26,16,11,22,0.01,22,6.6,0,0.36,1.36,1.41,0.88,0.16,2.75,7.69,-73.2,63.8,36.7,-0.002,-0.002
10/20/2013,21:38:02,-0.002,63.6,6.97,11.26,16,11,22,0.01,22,6.6,0,0.36,1.39,1.42,0.88,0.16,2.76,7.69,-73,63.8,36.6,-0.002,-0.002
10/20/2013,21:38:03,-0.002,63.6,6.97,11.26,16,11,22,0.01,22,6.6,0,0.36,1.4,1.42,0.88,0.16,2.76,7.68,-72.9,63.8,36.6,-0.002,-0.002
10/20/2013,21:38:03,-0.002,63.6,6.97,11.261,16,11,22,0.01,22,6.6,0,0.36,1.38,1.42,0.88,0.16,2.76,7.68,-72.7,63.8,36.6,-0.002,-0.002
10/20/2013,21:38:04,-0.002,63.6,6.97,11.262,16,11,22,0.01,22,6.6,0,0.36,1.37,1.42,0.88,0.17,2.76,7.68,-72.6,63.8,36.6,-0.002,-0.002
10/20/2013,21:38:04,-0.002,63.6,6.97,11.262,16,11,22,0.01,22,6.5,0,0.35,1.35,1.42,0.89,0.17,2.77,7.68,-72.5,63.8,36.6,-0.002,-0.002
10/20/2013,21:38:05,-0.002,63.6,6.97,11.263,16,11,22,0.01,22,6.5,0,0.35,1.34,1.42,0.88,0.17,2.77,7.68,-72.5,63.8,36.6,-0.002,-0.002
10/20/2013,21:38:05,-0.002,63.6,6.97,11.263,16,11,22,0.01,22,6.5,0,0.35,1.33,1.42,0.88,0.17,2.77,7.67,-72.4,63.8,36.6,-0.002,-0.002
10/20/2013,21:38:06,-0.002,63.6,6.97,11.264,16,11,22,0.01,22,6.4,0,0.35,1.32,1.42,0.88,0.17,2.77,7.67,-72.3,63.8,36.6,-0.002,-0.002
10/20/2013,21:38:06,-0.002,63.6,6.97,11.265,16,11,22,0.01,22,6.4,0,0.34,1.31,1.41,0.88,0.17,2.76,7.67,-72.2,63.8,36.6,-0.002,-0.002
10/20/2013,21:38:07,-0.002,63.6,6.98,11.266,16,11,22,0.01,22,6.4,0,0.35,1.33,1.41,0.88,0.16,2.76,7.67,-72.1,63.8,36.7,-0.002,-0.002
10/20/2013,21:38:07,-0.002,63.7,6.98,11.266,16,11,22,0.01,22,6.4,0,0.35,1.33,1.42,0.88,0.16,2.76,7.67,-72.1,63.9,36.7,-0.002,-0.002
10/20/2013,21:38:08,-0.002,63.7,6.98,11.267,16,11,22,0.01,22,6.3,0,0.35,1.32,1.42,0.88,0.16,2.76,7.67,-72,63.9,36.7,-0.002,-0.002
10/20/2013,21:38:08,-0.002,63.7,6.98,11.268,16,11,22,0.01,22,6.3,0,0.35,1.33,1.41,0.88,0.16,2.76,7.67,-71.9,63.9,36.8,-0.002,-0.002
10/20/2013,21:38:09,-0.002,63.7,6.98,11.269,16,11,22,0.01,22,6.3,0,0.35,1.35,1.42,0.88,0.16,2.76,7.66,-71.8,63.9,36.8,-0.002,-0.002
10/20/2013,21:38:09,-0.002,63.7,6.98,11.27,16,11,22,0.01,22,6.3,0,0.35,1.32,1.41,0.88,0.16,2.76,7.66,-71.8,64,36.8,-0.002,-0.002
10/20/2013,21:38:10,-0.002,63.7,6.98,11.271,16,11,22,0.01,22,6.3,0,0.35,1.32,1.41,0.88,0.16,2.76,7.66,-71.7,64,36.9,-0.002,-0.002
10/20/2013,21:38:10,-0.002,63.7,6.98,11.272,16,11,22,0.01,22,6.3,0,0.34,1.3,1.42,0.88,0.16,2.75,7.66,-71.6,64.1,36.9,-0.002,-0.002
10/20/2013,21:38:11,-0.002,63.7,6.98,11.272,16,11,22,0.01,22,6.2,0,0.34,1.3,1.43,0.89,0.16,2.75,7.66,-71.6,64.1,36.9,-0.002,-0.002
10/20/2013,21:38:11,-0.002,63.7,6.98,11.274,16,11,22,0.01,22,6.2,0,0.35,1.32,1.44,0.9,0.16,2.75,7.66,-71.5,64.2,37,-0.002,-0.002
10/20/2013,21:38:12,-0.002,63.7,6.98,11.274,16,11,22,0.01,22,6.2,0,0.35,1.33,1.44,0.9,0.16,2.75,7.66,-71.5,64.2,37,-0.002,-0.002
10/20/2013,21:38:12,-0.002,63.7,6.98,11.275,16,11,22,0.01,22,6.1,0,0.35,1.33,1.45,0.91,0.16,2.74,7.66,-71.4,64.3,37.1,-0.002,-0.002
10/20/2013,21:38:13,-0.002,63.7,6.98,11.276,16,11,22,0.01,22,6.1,0,0.35,1.32,1.45,0.92,0.16,2.74,7.66,-71.4,64.3,37.1,-0.002,-0.002
10/20/2013,21:38:13,-0.002,63.7,6.98,11.276,16,11,22,0.01,22,6.1,0,0.34,1.3,1.45,0.92,0.16,2.73,7.66,-71.3,64.4,37.2,-0.002,-0.002
10/20/2013,21:38:14,-0.002,63.7,6.98,11.277,16,11,22,0.01,22,6,0,0.34,1.29,1.45,0.91,0.15,2.73,7.65,-71.3,64.4,37.3,-0.002,-0.002
10/20/2013,21:38:14,-0.002,63.7,6.98,11.278,16,11,22,0.01,22,6,0,0.34,1.3,1.45,0.92,0.16,2.73,7.65,-71.2,64.5,37.3,-0.002,-0.002
10/20/2013,21:38:15,-0.002,63.7,6.98,11.279,16,11,22,0.01,22,6,0,0.34,1.29,1.46,0.92,0.16,2.73,7.65,-71.2,64.6,37.4,-0.002,-0.002
10/20/2013,21:38:15,-0.002,63.7,6.98,11.279,16,11,22,0.01,22,6,0,0.33,1.27,1.46,0.92,0.15,2.73,7.65,-71.2,64.6,37.5,-0.002,-0.002
10/20/2013,21:38:16,-0.002,63.7,6.98,11.28,16,11,22,0.01,22,6,0,0.34,1.28,1.46,0.92,0.16,2.73,7.65,-71.1,64.7,37.5,-0.003,-0.002
10/20/2013,21:38:16,-0.002,63.7,6.98,11.28,16,10,22,0.01,22,6.1,0,0.33,1.26,1.45,0.92,0.15,2.73,7.65,-71.1,64.8,37.6,-0.003,-0.002
10/20/2013,21:38:17,-0.002,63.8,6.98,11.282,16,10,22,0.01,22,6.1,0,0.33,1.26,1.46,0.92,0.15,2.73,7.65,-71.1,64.9,37.7,-0.003,-0.002
10/20/2013,21:38:17,-0.002,63.8,6.99,11.282,16,10,22,0.01,22,6.1,0,0.33,1.28,1.46,0.92,0.15,2.73,7.65,-71,64.9,37.8,-0.003,-0.002
10/20/2013,21:38:18,-0.002,63.8,6.99,11.282,16,10,22,0.01,22,6.1,0,0.33,1.27,1.46,0.92,0.15,2.73,7.65,-71,65,37.9,-0.003,-0.002
